종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"263720","디앤씨미디어","KOSDAQ","오락·문화","9080","100","1.11","112706326280"
"376300","디어유","KOSDAQ","IT 서비스","24250","950","4.08","575656345500"
"104040","디에스엠","KOSDAQ","운송장비·부품","1980","-3","-0.15","53090858700"
"109740","디에스케이","KOSDAQ","기계·장비","6640","190","2.95","170716989600"
"031860","디에이치엑스컴퍼니","KOSDAQ","유통","693","0","0.00","18714758139"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","6090","0","0.00","69131518050"
"066900","디에이피","KOSDAQ","전기·전자","1809","19","1.06","41144805927"
"092070","디엔에프","KOSDAQ","화학","17680","-40","-0.23","204590449440"
"039840","디오","KOSDAQ","의료·정밀기기","13700","240","1.78","183796843600"
"219550","디와이디","KOSDAQ","유통","1353","19","1.42","52324915368"
"310870","디와이씨","KOSDAQ","운송장비·부품","1273","-3","-0.24","26334895983"
"104460","디와이피엔에프","KOSDAQ","기계·장비","10780","100","0.94","113385128780"
"113810","디젠스","KOSDAQ","운송장비·부품","563","-13","-2.26","18369592713"
"043360","디지아이","KOSDAQ","전기·전자","2610","125","5.03","23490000000"
"197140","디지캡","KOSDAQ","IT 서비스","2185","95","4.55","28433741490"
"068930","디지털대성","KOSDAQ","일반서비스","7770","0","0.00","215037407340"
"033130","디지틀조선","KOSDAQ","IT 서비스","1997","61","3.15","74119188199"
"105740","디케이락","KOSDAQ","기계·장비","7430","-10","-0.13","75552051590"
"263020","디케이앤디","KOSDAQ","화학","3160","60","1.94","43722221360"
"290550","디케이티","KOSDAQ","전기·전자","23200","600","2.65","464028536000"
"066670","디티씨","KOSDAQ","부동산","2690","-80","-2.89","50281259420"
"187220","디티앤씨","KOSDAQ","일반서비스","2745","-55","-1.96","31635941085"
"383930","디티앤씨알오","KOSDAQ","일반서비스","2410","-40","-1.63","30809748480"
"131180","딜리","KOSDAQ","전기·전자","4305","-10","-0.23","25270350000"
"315640","딥노이드","KOSDAQ","IT 서비스","2205","-25","-1.12","64765771560"
"900110","딥커머스","KOSDAQ","금융","1662","-42","-2.46","20428607622"
"317120","라닉스","KOSDAQ","전기·전자","1697","1","0.06","25896220000"
"462510","라메디텍","KOSDAQ","의료·정밀기기","3235","75","2.37","28477591775"
"232680","라온로보틱스","KOSDAQ","기계·장비","13290","-260","-1.92","175527675000"
"042510","라온시큐어","KOSDAQ","IT 서비스","8700","20","0.23","96620703600"
"418420","라온텍","KOSDAQ","전기·전자","5640","170","3.11","173153262120"
"300120","라온피플","KOSDAQ","IT 서비스","587","24","4.26","29058857392"
"171120","라이온켐텍","KOSDAQ","화학","2100","15","0.72","75393696000"
"388790","라이콤","KOSDAQ","전기·전자","7190","360","5.27","220115810400"
"214260","라파스","KOSDAQ","화학","8000","420","5.54","71379704000"
"171010","램테크놀러지","KOSDAQ","화학","3205","10","0.31","45827500160"
"084650","랩지노믹스","KOSDAQ","일반서비스","1027","-14","-1.34","76244469730"
"217500","러셀","KOSDAQ","기계·장비","1857","10","0.54","59074884000"
"038390","레드캡투어","KOSDAQ","일반서비스","9990","-100","-0.99","167041011780"
"294140","레몬","KOSDAQ","화학","2785","-190","-6.39","62425268130"
"443250","레뷰코퍼레이션","KOSDAQ","일반서비스","6560","110","1.71","73063705600"
"228670","레이","KOSDAQ","의료·정밀기기","5220","325","6.64","81640909620"
"228850","레이언스","KOSDAQ","의료·정밀기기","6710","-90","-1.32","111325703940"
"412350","레이저쎌","KOSDAQ","기계·장비","6130","190","3.20","89501328590"
"199550","레이저옵텍","KOSDAQ","의료·정밀기기","3880","-35","-0.89","57601669080"
"281740","레이크머티리얼즈","KOSDAQ","화학","17070","-70","-0.41","1122020454360"
"277810","레인보우로보틱스","KOSDAQ","기계·장비","625000","9000","1.46","12124911250000"
"215100","로보로보","KOSDAQ","전기·전자","5120","-50","-0.97","104184084480"
"090360","로보스타","KOSDAQ","기계·장비","103500","-3000","-2.82","1009125000000"
"108490","로보티즈","KOSDAQ","기계·장비","308500","-5500","-1.75","4521693138000"
"900260","로스웰","KOSDAQ","금융","1642","11","0.67","75580777252"
"033290","로젠","KOSDAQ","유통","1644","1","0.06","92320958844"
"067730","로지시스","KOSDAQ","IT 서비스","2345","30","1.30","22685347090"
"071280","로체시스템즈","KOSDAQ","기계·장비","7540","0","0.00","115336386620"
"376900","로킷헬스케어","KOSDAQ","제약","51400","700","1.38","815912754600"
"214610","롤링스톤","KOSDAQ","의료·정밀기기","2290","0","0.00","19197807380"
"328130","루닛","KOSDAQ","IT 서비스","14710","240","1.66","1094168575560"
"038060","루멘스","KOSDAQ","전기·전자","940","52","5.86","45216884860"
"474170","루미르","KOSDAQ","운송장비·부품","9350","-230","-2.40","166595457600"
"141080","리가켐바이오","KOSDAQ","일반서비스","146100","6400","4.58","5408536969800"
"058470","리노공업","KOSDAQ","전기·전자","94700","0","0.00","7217262195000"
"016100","리더스코스메틱","KOSDAQ","종이·목재","1380","18","1.32","26359233720"
"012700","리드코프","KOSDAQ","유통","2930","5","0.17","76750916360"
"302550","리메드","KOSDAQ","의료·정밀기기","2970","10","0.34","91794235500"
"491000","리브스메드","KOSDAQ","의료·정밀기기","43650","-650","-1.47","1091441667150"
"394420","리센스메디컬","KOSDAQ","의료·정밀기기","21300","2550","13.60","232914179400"
"073570","리튬포어스","KOSDAQ","기타제조","2050","15","0.74","24676522400"
"377450","리파인","KOSDAQ","IT 서비스","9760","240","2.52","169140800000"
"277070","린드먼아시아","KOSDAQ","금융","3625","-120","-3.20","49633500000"
"042500","링네트","KOSDAQ","IT 서비스","4255","5","0.12","94848817720"
"193250","링크드","KOSDAQ","전기·전자","1413","14","1.00","18890302329"
"474650","링크솔루션","KOSDAQ","기계·장비","42100","-700","-1.64","242079504700"
"219420","링크제니시스","KOSDAQ","IT 서비스","4500","-65","-1.42","51612781500"
"439090","마녀공장","KOSDAQ","화학","15320","550","3.72","251144743200"
"195500","마니커에프앤지","KOSDAQ","음식료·담배","1930","60","3.21","30837540000"
"377480","마음AI","KOSDAQ","IT 서비스","13000","-100","-0.76","92433575000"
"305090","마이크로디지탈","KOSDAQ","의료·정밀기기","2635","45","1.74","49065942385"
"098120","마이크로컨텍솔","KOSDAQ","전기·전자","29600","650","2.25","246057873600"
"424980","마이크로투나노","KOSDAQ","전기·전자","9570","-210","-2.15","56643777300"
"038290","마크로젠","KOSDAQ","일반서비스","13850","-10","-0.07","150153390000"
"477850","마키나락스","KOSDAQ","IT 서비스","20050","200","1.01","351709882000"
"267980","매일유업","KOSDAQ","음식료·담배","33950","-700","-2.02","260180510100"
"005990","매일홀딩스","KOSDAQ","음식료·담배","10780","-160","-1.46","143355717120"
"093520","매커스","KOSDAQ","유통","20350","150","0.74","242202382950"
"100590","머큐리","KOSDAQ","전기·전자","5090","-330","-6.09","87240284050"
"067280","멀티캠퍼스","KOSDAQ","일반서비스","24950","-250","-0.99","147873136050"
"072870","메가스터디","KOSDAQ","오락·문화","13260","40","0.30","158071916340"
"215200","메가스터디교육","KOSDAQ","일반서비스","39350","-1100","-2.72","407871249600"
"133750","메가엠디","KOSDAQ","일반서비스","1537","7","0.46","35976677349"
"446540","메가터치","KOSDAQ","전기·전자","7700","-100","-1.28","223909154700"
"235980","메드팩토","KOSDAQ","일반서비스","3595","135","3.90","123219059995"
"041920","메디아나","KOSDAQ","의료·정밀기기","14700","1240","9.21","273393878100"
"014100","메디앙스","KOSDAQ","유통","1680","26","1.57","19824000000"
"054180","메디콕스","KOSDAQ","운송장비·부품","2295","0","0.00","12686716395"
"086900","메디톡스","KOSDAQ","제약","88500","2800","3.27","645916984500"
"078160","메디포스트","KOSDAQ","제약","10640","-50","-0.47","417136975920"
"0088D0","메리츠제1호스팩","KOSDAQ","금융","2155","-5","-0.23","12488225000"
"408920","메쎄이상","KOSDAQ","일반서비스","3110","35","1.14","134452935050"
"021880","메이슨캐피탈","KOSDAQ","금융","136","0","0.00","28857079488"
"0088M0","메쥬","KOSDAQ","의료·정밀기기","20750","1550","8.07","205046312500"
"140410","메지온","KOSDAQ","일반서비스","65600","1500","2.34","1993726155200"
"241770","메카로","KOSDAQ","전기·전자","47000","-850","-1.78","479054080000"
"059210","메타바이오메드","KOSDAQ","제약","3815","65","1.73","103659062675"
"058110","멕아이씨에스","KOSDAQ","의료·정밀기기","2240","110","5.16","35953187200"
"072770","멤레이비티","KOSDAQ","IT 서비스","938","-58","-5.82","38938347924"
"434480","모니터랩","KOSDAQ","IT 서비스","2750","-10","-0.36","33853325000"
"080420","모다이노칩","KOSDAQ","유통","1615","71","4.60","128750419530"
"417970","모델솔루션","KOSDAQ","기계·장비","14020","-520","-3.58","89681734000"
"080160","모두투어","KOSDAQ","일반서비스","9660","60","0.63","182574000000"
"087260","모바일어플라이언스","KOSDAQ","IT 서비스","433","-29","-6.28","14095388813"
"101330","모베이스","KOSDAQ","전기·전자","3825","25","0.66","88537385925"
"012860","모베이스전자","KOSDAQ","운송장비·부품","3160","-75","-2.32","231417724120"
"363260","모비데이즈","KOSDAQ","일반서비스","1062","27","2.61","34157922678"
"348030","모비릭스","KOSDAQ","IT 서비스","2665","-85","-3.09","25594127000"
"250060","모비스","KOSDAQ","IT 서비스","3340","50","1.52","107452188760"
"288980","모아데이타","KOSDAQ","IT 서비스","982","48","5.14","35726514178"
"142760","모아라이프플러스","KOSDAQ","일반서비스","628","22","3.63","26480863440"
"033200","모아텍","KOSDAQ","전기·전자","3055","-85","-2.71","28119836095"
"118990","모트렉스","KOSDAQ","운송장비·부품","7010","-30","-0.43","172006970710"
"463480","모티브링크","KOSDAQ","전기·전자","5800","-20","-0.34","71864076400"
"006920","모헨즈","KOSDAQ","비금속","3750","-115","-2.98","40950000000"
"001810","무림SP","KOSDAQ","종이·목재","1187","-7","-0.59","26277212500"
"279600","미디어젠","KOSDAQ","IT 서비스","3920","165","4.39","18364341520"
"095500","미래나노텍","KOSDAQ","화학","7520","-60","-0.79","233195192480"
"254490","미래반도체","KOSDAQ","유통","25900","550","2.17","373944200000"
"218150","미래생명자원","KOSDAQ","음식료·담배","2020","50","2.54","41239920040"
"100790","미래에셋벤처투자","KOSDAQ","금융","27200","-2600","-8.72","1444990044800"
"0097F0","미래에셋비전스팩10호","KOSDAQ","금융","1995","-5","-0.25","12967500000"
"0099W0","미래에셋비전스팩11호","KOSDAQ","금융","1997","-8","-0.40","13979000000"
"477380","미래에셋비전스팩4호","KOSDAQ","금융","2070","10","0.49","16767000000"
"477470","미래에셋비전스팩5호","KOSDAQ","금융","2105","-5","-0.24","11535400000"
"478440","미래에셋비전스팩6호","KOSDAQ","금융","2060","5","0.24","14275800000"
"482680","미래에셋비전스팩7호","KOSDAQ","금융","2055","0","0.00","16881825000"
"0093G0","미래에셋비전스팩8호","KOSDAQ","금융","1993","-3","-0.15","12755200000"
"0096D0","미래에셋비전스팩9호","KOSDAQ","금융","1999","-36","-1.77","10994500000"
"049950","미래컴퍼니","KOSDAQ","기계·장비","11900","220","1.88","104932819600"
"207760","미스터블루","KOSDAQ","IT 서비스","624","8","1.30","51841784592"
"059090","미코","KOSDAQ","전기·전자","20600","-500","-2.37","688385626800"
"201490","미투온","KOSDAQ","IT 서비스","2355","0","0.00","76758422550"
"475460","미트박스","KOSDAQ","IT 서비스","6500","10","0.15","36702412500"
"452200","민테크","KOSDAQ","의료·정밀기기","2345","95","4.22","56825916000"
"206640","바디텍메드","KOSDAQ","제약","10950","190","1.77","239891734950"
"035620","바른손이앤에이","KOSDAQ","오락·문화","992","-23","-2.27","18461038656"
"053030","바이넥스","KOSDAQ","제약","8200","150","1.86","268010341600"
"301300","바이브컴퍼니","KOSDAQ","IT 서비스","1812","72","4.14","23836338144"
"064550","바이오니아","KOSDAQ","제약","8000","130","1.65","206482328000"
"314930","바이오다인","KOSDAQ","의료·정밀기기","10400","420","4.21","309546671200"
"489460","바이오비쥬","KOSDAQ","화학","6810","-240","-3.40","102452568300"
"086820","바이오솔루션","KOSDAQ","제약","6970","90","1.31","180690872450"
"038460","바이오스마트","KOSDAQ","전기·전자","2780","5","0.18","70263226760"
"251120","바이오에프디엔씨","KOSDAQ","제약","9310","90","0.98","80956967000"
"199730","바이오인프라","KOSDAQ","일반서비스","3180","105","3.41","15468687060"
"086040","바이오톡스텍","KOSDAQ","일반서비스","2395","5","0.21","38220001565"
"188040","바이오포트","KOSDAQ","음식료·담배","5260","-80","-1.50","24613160080"
"099430","바이오플러스","KOSDAQ","제약","4580","-25","-0.54","282314506760"
"032980","바이온","KOSDAQ","유통","604","0","0.00","18354952980"
"308080","바이젠셀","KOSDAQ","일반서비스","7630","40","0.53","156409353800"
"043150","바텍","KOSDAQ","의료·정밀기기","19430","-110","-0.56","288618194080"
"323990","박셀바이오","KOSDAQ","일반서비스","5110","60","1.19","118845032950"
"267790","배럴","KOSDAQ","섬유·의류","3435","-45","-1.29","26412776415"
"046310","백금T&A","KOSDAQ","전기·전자","2205","10","0.46","36203103405"
"331520","밸로프","KOSDAQ","IT 서비스","2200","35","1.62","22380331600"
"199480","뱅크웨어글로벌","KOSDAQ","IT 서비스","3475","65","1.91","35433143300"
"438700","버넥트","KOSDAQ","IT 서비스","2475","-35","-1.39","27583602750"
"066410","버킷스튜디오","KOSDAQ","통신","1153","0","0.00","159637252154"
"382900","범한퓨얼셀","KOSDAQ","전기·전자","30050","-900","-2.91","263268050000"
"206400","베노티앤알","KOSDAQ","건설","985","-13","-1.30","36947505630"
"019010","베뉴지","KOSDAQ","유통","5300","140","2.71","255460000000"
"177350","베셀","KOSDAQ","화학","644","11","1.74","12657025948"
"457600","벡트","KOSDAQ","전기·전자","2170","-20","-0.91","29745275000"
"424760","벨로크","KOSDAQ","IT 서비스","2260","5","0.22","22722871680"
"250000","보라티알","KOSDAQ","유통","6230","-10","-0.16","42057066590"
"310210","보로노이","KOSDAQ","일반서비스","215000","15100","7.55","3956466765000"
"006910","보성파워텍","KOSDAQ","금속","9140","190","2.12","449046591360"
"0010F0","보원케미칼","KOSDAQ","화학","3250","45","1.40","36216703250"
"226340","본느","KOSDAQ","화학","2245","-135","-5.67","18836636580"
"014470","부방","KOSDAQ","부동산","1202","-18","-1.48","72182816520"
"008470","부스타","KOSDAQ","금속","3310","25","0.76","27819888000"
"338220","뷰노","KOSDAQ","IT 서비스","8890","120","1.37","124476206470"
"100120","뷰웍스","KOSDAQ","의료·정밀기기","26050","400","1.56","233705256550"
"406820","뷰티스킨","KOSDAQ","화학","2085","-25","-1.18","29473887345"
"099390","브레인즈컴퍼니","KOSDAQ","IT 서비스","3920","0","0.00","32176469360"
"064480","브리지텍","KOSDAQ","IT 서비스","3190","35","1.11","38128475000"
"365900","브이씨","KOSDAQ","기타제조","2340","-130","-5.26","17106102000"
"089970","브이엠","KOSDAQ","기계·장비","87600","-4900","-5.30","2170026762000"
"251630","브이원텍","KOSDAQ","기계·장비","4020","20","0.50","64090401720"
"018290","브이티","KOSDAQ","화학","12900","250","1.98","450749710200"
"478560","블랙야크아이앤씨","KOSDAQ","섬유·의류","2820","15","0.53","72841440360"
"439580","블루엠텍","KOSDAQ","유통","2370","0","0.00","80216316390"
"033560","블루콤","KOSDAQ","전기·전자","3590","160","4.66","61389000000"
"369370","블리츠웨이엔터테인먼트","KOSDAQ","오락·문화","946","83","9.62","47178827806"
"126340","비나텍","KOSDAQ","전기·전자","124100","-6400","-4.90","891089377400"
"121800","비덴트","KOSDAQ","전기·전자","3320","0","0.00","256309348520"
"082800","비보존 제약","KOSDAQ","제약","3615","-180","-4.74","219501592590"
"318410","비비씨","KOSDAQ","화학","6290","60","0.96","34942478470"
"419540","비스토스","KOSDAQ","의료·정밀기기","3300","90","2.80","15175056600"
"146320","비씨엔씨","KOSDAQ","전기·전자","12940","-200","-1.52","165605123620"
"200780","비씨월드제약","KOSDAQ","제약","3500","15","0.43","37329813500"
"413640","비아이매트릭스","KOSDAQ","IT 서비스","6630","40","0.61","47782012200"
"141000","비아트론","KOSDAQ","기계·장비","8950","180","2.05","108426654500"
"083650","비에이치아이","KOSDAQ","기계·장비","67700","-300","-0.44","2094934187500"
"0068Y0","비엔케이제3호스팩","KOSDAQ","금융","1998","-2","-0.10","8611380000"
"065170","비엘팜텍","KOSDAQ","유통","1785","51","2.94","49826120505"
"086670","비엠티","KOSDAQ","기계·장비","17700","-140","-0.78","175688164500"
"488900","비츠로넥스텍","KOSDAQ","운송장비·부품","11170","-10","-0.09","323666868310"
"082920","비츠로셀","KOSDAQ","전기·전자","43800","-4650","-9.60","1985869092600"
"054220","비츠로시스","KOSDAQ","전기·전자","1580","-4","-0.25","19893173280"
"042370","비츠로테크","KOSDAQ","금융","11600","-30","-0.26","303920290000"
"050090","비케이홀딩스","KOSDAQ","일반서비스","601","20","3.44","11890625735"
"148780","비큐AI","KOSDAQ","IT 서비스","618","-39","-5.94","19433458050"
"307870","비투엔","KOSDAQ","IT 서비스","992","8","0.81","73704890720"
"377030","비트맥스","KOSDAQ","IT 서비스","1840","-84","-4.37","19677622400"
"032850","비트컴퓨터","KOSDAQ","IT 서비스","4260","-15","-0.35","70815228180"
"049470","비트플래닛","KOSDAQ","IT 서비스","1717","-1","-0.06","40426591583"
"238200","비피도","KOSDAQ","음식료·담배","2495","-15","-0.60","20409100000"
"093190","빅솔론","KOSDAQ","전기·전자","8770","810","10.18","168725196850"
"065450","빅텍","KOSDAQ","의료·정밀기기","3540","-100","-2.75","104415142620"
"044480","빌리언스","KOSDAQ","오락·문화","971","-12","-1.22","32286639436"
"069540","빛과전자","KOSDAQ","전기·전자","3415","-275","-7.45","371054137395"
"072950","빛샘전자","KOSDAQ","전기·전자","10380","-430","-3.98","83586091800"
"451250","삐아","KOSDAQ","화학","8090","120","1.51","82727344930"
"143240","사람인","KOSDAQ","IT 서비스","16600","120","0.73","178163334600"
"466410","사이냅소프트","KOSDAQ","IT 서비스","9190","10","0.11","46290241370"
"223310","사토시홀딩스","KOSDAQ","유통","4540","-320","-6.58","23629074680"
"452430","사피엔반도체","KOSDAQ","전기·전자","35600","600","1.71","293892987600"
"419120","산돌","KOSDAQ","IT 서비스","3070","100","3.37","45185371340"
"122350","삼기","KOSDAQ","운송장비·부품","1029","4","0.39","39451271412"
"419050","삼기에너지솔루션즈","KOSDAQ","운송장비·부품","1376","-7","-0.51","78702026240"
"014970","삼륭물산","KOSDAQ","종이·목재","5260","50","0.96","77979500000"
"018310","삼목에스폼","KOSDAQ","금속","15030","0","0.00","220941000000"
"012210","삼미금속","KOSDAQ","금속","10000","-130","-1.28","221920120000"
"053700","삼보모터스","KOSDAQ","운송장비·부품","4340","-165","-3.66","115566921820"
"009620","삼보산업","KOSDAQ","금속","600","58","10.70","10483828800"
"023600","삼보판지","KOSDAQ","종이·목재","8890","0","0.00","142313787000"
"0044K0","삼성스팩10호","KOSDAQ","금융","2005","5","0.25","15077600000"
"0071M0","삼성스팩11호","KOSDAQ","금융","2010","-10","-0.50","11577600000"
"0096B0","삼성스팩12호","KOSDAQ","금융","1998","-2","-0.10","13146840000"
"0115H0","삼성스팩13호","KOSDAQ","금융","1999","0","0.00","14692650000"
"009300","삼아제약","KOSDAQ","제약","13830","30","0.22","88097100000"
"482630","삼양엔씨켐","KOSDAQ","화학","18890","820","4.54","413469609200"
"484590","삼양컴텍","KOSDAQ","금속","9500","860","9.95","391499275000"
"036670","삼양케이씨아이","KOSDAQ","화학","5310","40","0.76","59843700000"
"361670","삼영에스앤씨","KOSDAQ","전기·전자","2600","50","1.96","14735910800"
"054540","삼영엠텍","KOSDAQ","금속","9620","220","2.34","125060000000"
"065570","삼영이엔씨","KOSDAQ","전기·전자","764","0","0.00","12295692232"
"014950","삼익제약","KOSDAQ","제약","7040","400","6.02","70453419520"
"032280","삼일","KOSDAQ","운송·창고","1329","-9","-0.67","21547861110"
"002290","삼일기업공사","KOSDAQ","건설","3525","35","1.00","43710000000"
"037460","삼지전자","KOSDAQ","전기·전자","40700","-50","-0.12","664163845400"
"032750","삼진","KOSDAQ","전기·전자","2995","-10","-0.33","27048210390"
"0013V0","삼진식품","KOSDAQ","음식료·담배","5870","180","3.16","58222510720"
"054090","삼진엘앤디","KOSDAQ","기타제조","935","-5","-0.53","23336881920"
"000250","삼천당제약","KOSDAQ","제약","276500","11500","4.34","6485991008000"
"024950","삼천리자전거","KOSDAQ","유통","3685","-40","-1.07","45694000000"
"038500","삼표시멘트","KOSDAQ","비금속","10860","-710","-6.14","1171971083160"
"437730","삼현","KOSDAQ","운송장비·부품","50200","-1800","-3.46","1591719863400"
"017480","삼현철강","KOSDAQ","금속","5070","-40","-0.78","78295452300"
"046390","삼화네트웍스","KOSDAQ","오락·문화","1500","8","0.54","25903759500"
"027580","상보","KOSDAQ","화학","1764","77","4.56","20879153820"
"038540","상상인","KOSDAQ","IT 서비스","2065","177","9.38","114252966345"
"091580","상신이디피","KOSDAQ","전기·전자","19010","230","1.22","253369443190"
"263810","상신전자","KOSDAQ","전기·전자","2575","-5","-0.19","41006424375"
"089980","상아프론테크","KOSDAQ","화학","19790","-260","-1.30","316423042230"
"042940","상지건설","KOSDAQ","건설","7940","-480","-5.70","54219973280"
"042600","새로닉스","KOSDAQ","전기·전자","13690","110","0.81","170078728060"
"107600","새빗켐","KOSDAQ","화학","19460","290","1.51","109772964840"
"411080","샌즈랩","KOSDAQ","IT 서비스","5270","80","1.54","80460452260"
"252990","샘씨엔에스","KOSDAQ","전기·전자","14420","-200","-1.37","868341959380"
"378800","샤페론","KOSDAQ","제약","1280","133","11.60","59191079680"
"294630","서남","KOSDAQ","전기·전자","3035","35","1.17","80021778165"
"038070","서린바이오","KOSDAQ","유통","5180","70","1.37","48177501680"
"006730","서부T&D","KOSDAQ","일반서비스","11280","-140","-1.23","732375691440"
"079650","서산","KOSDAQ","비금속","3705","855","30.00","74100000000"
"100660","서암기계공업","KOSDAQ","기계·장비","3575","75","2.14","45045000000"
"019770","서연탑메탈","KOSDAQ","기계·장비","3430","0","0.00","39959500000"
"092190","서울바이오시스","KOSDAQ","전기·전자","9370","-130","-1.37","429786748710"
"046890","서울반도체","KOSDAQ","전기·전자","13070","0","0.00","762051578000"
"063170","서울옥션","KOSDAQ","유통","5100","10","0.20","90648761700"
"027040","서울전자통신","KOSDAQ","전기·전자","2230","-40","-1.76","31036624870"
"018680","서울제약","KOSDAQ","제약","2420","60","2.54","28215551980"
"036120","서울평가정보","KOSDAQ","IT 서비스","1665","-62","-3.59","58516425000"
"093920","서원인텍","KOSDAQ","전기·전자","4890","0","0.00","90954000000"
"189860","서전기전","KOSDAQ","전기·전자","5170","110","2.17","50142692600"
"178320","서진시스템","KOSDAQ","전기·전자","68900","-5400","-7.27","4385535779300"
"122690","서진오토모티브","KOSDAQ","운송장비·부품","1865","20","1.08","43042644590"
"140070","서플러스글로벌","KOSDAQ","유통","1893","29","1.56","70018284000"
"011370","서한","KOSDAQ","건설","878","5","0.57","88585691470"
"065710","서호전기","KOSDAQ","전기·전자","47750","50","0.10","245912500000"
"035890","서희건설","KOSDAQ","건설","2405","-25","-1.03","552689339085"
"357550","석경에이티","KOSDAQ","화학","44600","850","1.94","243293000000"
"003100","선광","KOSDAQ","운송·창고","19590","390","2.03","129294000000"
"067370","선바이오","KOSDAQ","제약","5690","10","0.18","69381327950"
"171090","선익시스템","KOSDAQ","기계·장비","73300","-1800","-2.40","740522485800"
"086710","선진뷰티사이언스","KOSDAQ","화학","8000","-40","-0.50","97626240000"
"014620","성광벤드","KOSDAQ","금속","34050","1300","3.97","904278244200"
"037350","성도이엔지","KOSDAQ","일반서비스","9250","160","1.76","140692500000"
"458650","성우","KOSDAQ","전기·전자","11040","-360","-3.16","166104196800"
"081580","성우전자","KOSDAQ","전기·전자","2545","40","1.60","39468223935"
"045300","성우테크론","KOSDAQ","전기·전자","2970","25","0.85","31324625640"
"015750","성우하이텍","KOSDAQ","운송장비·부품","7120","-210","-2.86","569600000000"
"365340","성일하이텍","KOSDAQ","화학","52300","-1100","-2.06","675774314500"
"080470","성창오토텍","KOSDAQ","운송장비·부품","3180","-20","-0.63","23214000000"
"043260","성호전자","KOSDAQ","전기·전자","42700","2100","5.17","3028404542100"
"148150","세경하이테크","KOSDAQ","전기·전자","3640","70","1.96","129375857520"
"061090","세나테크놀로지","KOSDAQ","전기·전자","39750","-150","-0.38","222170700000"
"188260","세니젠","KOSDAQ","기타제조","1663","29","1.77","22057155599"
"053060","세동","KOSDAQ","운송장비·부품","1393","-14","-1.00","24596784667"
"340440","세림B&G","KOSDAQ","화학","1213","-15","-1.22","34422955532"
"017510","세명전기","KOSDAQ","금속","9130","40","0.44","139195980000"
"0017J0","세미티에스","KOSDAQ","기계·장비","5790","110","1.94","174491047170"
"490470","세미파이브","KOSDAQ","일반서비스","26850","500","1.90","913583064000"
"011560","세보엠이씨","KOSDAQ","건설","23150","-150","-0.64","233464786800"
"396300","세아메카닉스","KOSDAQ","금속","4605","-185","-3.86","121984147500"
"100700","세운메디칼","KOSDAQ","제약","2310","20","0.87","101178000000"
"024830","세원물산","KOSDAQ","운송장비·부품","10480","110","1.06","87508000000"
"258830","세종메디칼","KOSDAQ","의료·정밀기기","412","0","0.00","31223976612"
"036630","세종텔레콤","KOSDAQ","건설","8590","-210","-2.39","85900000000"
"039310","세중","KOSDAQ","IT 서비스","1029","0","0.00","18647195343"
"067770","세진티에스","KOSDAQ","전기·전자","1740","26","1.52","14610071820"
"053450","세코닉스","KOSDAQ","의료·정밀기기","4215","-95","-2.20","62351664645"
"252500","세화피앤씨","KOSDAQ","화학","660","-37","-5.31","27381017400"
"321370","센서뷰","KOSDAQ","전기·전자","2355","-120","-4.85","121670853630"
"347000","센코","KOSDAQ","의료·정밀기기","1812","52","2.95","68513252952"
"331920","셀레믹스","KOSDAQ","제약","14290","0","0.00","139998801330"
"352770","셀레스트라","KOSDAQ","일반서비스","5250","0","0.00","13610136750"
"471820","셀로맥스사이언스","KOSDAQ","음식료·담배","4615","-70","-1.49","52162786585"
"049180","셀루메드","KOSDAQ","제약","1009","0","0.00","83975227728"
"299660","셀리드","KOSDAQ","일반서비스","2705","235","9.51","79805552785"
"108860","셀바스AI","KOSDAQ","IT 서비스","9950","-100","-1.00","267802160500"
"208370","셀바스헬스케어","KOSDAQ","의료·정밀기기","3355","105","3.23","86359592220"
"318160","셀바이오휴먼텍","KOSDAQ","섬유·의류","5870","80","1.38","54811201310"
"308430","셀비온","KOSDAQ","제약","18590","610","3.39","239908616090"
"068760","셀트리온제약","KOSDAQ","제약","44550","450","1.02","1978123890600"
"068940","셀피글로벌","KOSDAQ","전기·전자","778","0","0.00","35720093048"
"007720","소노스퀘어","KOSDAQ","유통","299","0","0.00","30139334550"
"290690","소룩스","KOSDAQ","전기·전자","4840","-80","-1.63","246707814760"
"950200","소마젠","KOSDAQ","일반서비스","2835","10","0.35","54534210255"
"032680","소프트센","KOSDAQ","IT 서비스","897","-8","-0.88","18707725257"
"032685","소프트센우","KOSDAQ","IT 서비스","18880","-1030","-5.17","1347314560"
"258790","소프트캠프","KOSDAQ","IT 서비스","4380","65","1.51","21892361280"
"066910","손오공","KOSDAQ","유통","2960","150","5.34","39624430720"
"215090","솔디펜스","KOSDAQ","의료·정밀기기","1833","13","0.71","42444326613"
"035610","솔본","KOSDAQ","일반서비스","3475","-20","-0.57","95027339575"
"357780","솔브레인","KOSDAQ","화학","407000","28500","7.53","3165876362000"
"036830","솔브레인홀딩스","KOSDAQ","일반서비스","45400","650","1.45","930880737400"
"304100","솔트룩스","KOSDAQ","IT 서비스","16330","430","2.70","205657652150"
"328380","솔트웨어","KOSDAQ","IT 서비스","3110","105","3.49","21311446050"
"086980","쇼박스","KOSDAQ","오락·문화","2525","-25","-0.98","158160950000"
